packet_number,source_mac,ssid,has_vendor_specific,is_drone_id
2366,00:11:32:a5:2f:c9,CBJR,true,false
2367,22:11:32:a5:2f:c9,CBJRGuest,true,false
2368,16:11:32:a5:2f:c9,,true,false
2369,00:11:32:a5:2f:c9,CBJR,true,false
2370,22:11:32:a5:2f:c9,CBJRGuest,true,false
2371,16:11:32:a5:2f:c9,,true,false
2372,00:11:32:a5:2f:c9,CBJR,true,false
2373,22:11:32:a5:2f:c9,CBJRGuest,true,false
2374,16:11:32:a5:2f:c9,,true,false
2375,00:11:32:a5:2f:c9,CBJR,true,false
2376,22:11:32:a5:2f:c9,CBJRGuest,true,false
2377,16:11:32:a5:2f:c9,,true,false
2378,00:11:32:a5:2f:c9,CBJR,true,false
2379,22:11:32:a5:2f:c9,CBJRGuest,true,false
2380,16:11:32:a5:2f:c9,,true,false
2381,00:11:32:a5:2f:c9,CBJR,true,false
2382,22:11:32:a5:2f:c9,CBJRGuest,true,false
2383,16:11:32:a5:2f:c9,,true,false
2384,00:11:32:a5:2f:c9,CBJR,true,false
2385,22:11:32:a5:2f:c9,CBJRGuest,true,false
2386,16:11:32:a5:2f:c9,,true,false
2387,00:11:32:a5:2f:c9,CBJR,true,false
2388,22:11:32:a5:2f:c9,CBJRGuest,true,false
2389,16:11:32:a5:2f:c9,,true,false
2390,00:11:32:a5:2f:c9,CBJR,true,false
2391,22:11:32:a5:2f:c9,CBJRGuest,true,false
2392,16:11:32:a5:2f:c9,,true,false
2393,00:11:32:a5:2f:c9,CBJR,true,false
2394,22:11:32:a5:2f:c9,CBJRGuest,true,false
2395,16:11:32:a5:2f:c9,,true,false
2396,00:11:32:a5:2f:c9,CBJR,true,false
2397,22:11:32:a5:2f:c9,CBJRGuest,true,false
2398,16:11:32:a5:2f:c9,,true,false
2404,00:11:32:a5:2f:c9,CBJR,true,false
2405,22:11:32:a5:2f:c9,CBJRGuest,true,false
2406,16:11:32:a5:2f:c9,,true,false
2407,00:11:32:a5:2f:c9,CBJR,true,false
2408,22:11:32:a5:2f:c9,CBJRGuest,true,false
2409,16:11:32:a5:2f:c9,,true,false
2411,00:11:32:a5:2f:c9,CBJR,true,false
2412,22:11:32:a5:2f:c9,CBJRGuest,true,false
2413,16:11:32:a5:2f:c9,,true,false
2417,00:11:32:a5:2f:c9,CBJR,true,false
2418,22:11:32:a5:2f:c9,CBJRGuest,true,false
2419,16:11:32:a5:2f:c9,,true,false
2422,00:11:32:a5:2f:c9,CBJR,true,false
2423,22:11:32:a5:2f:c9,CBJRGuest,true,false
2424,16:11:32:a5:2f:c9,,true,false
2430,00:11:32:a5:2f:c9,CBJR,true,false
2431,22:11:32:a5:2f:c9,CBJRGuest,true,false
2432,16:11:32:a5:2f:c9,,true,false
2435,00:11:32:a5:2f:c9,CBJR,true,false
2436,22:11:32:a5:2f:c9,CBJRGuest,true,false
2437,16:11:32:a5:2f:c9,,true,false
2438,00:11:32:a5:2f:c9,CBJR,true,false
2439,22:11:32:a5:2f:c9,CBJRGuest,true,false
2440,16:11:32:a5:2f:c9,,true,false
2441,00:11:32:a5:2f:c9,CBJR,true,false
2442,22:11:32:a5:2f:c9,CBJRGuest,true,false
2443,16:11:32:a5:2f:c9,,true,false
2444,00:11:32:a5:2f:c9,CBJR,true,false
2445,22:11:32:a5:2f:c9,CBJRGuest,true,false
2446,16:11:32:a5:2f:c9,,true,false
2447,00:11:32:a5:2f:c9,CBJR,true,false
2448,22:11:32:a5:2f:c9,CBJRGuest,true,false
2449,16:11:32:a5:2f:c9,,true,false
2450,00:11:32:a5:2f:c9,CBJR,true,false
2451,22:11:32:a5:2f:c9,CBJRGuest,true,false
2452,16:11:32:a5:2f:c9,,true,false
2455,00:11:32:a5:2f:c9,CBJR,true,false
2456,22:11:32:a5:2f:c9,CBJRGuest,true,false
2457,16:11:32:a5:2f:c9,,true,false
2463,00:11:32:a5:2f:c9,CBJR,true,false
2464,22:11:32:a5:2f:c9,CBJRGuest,true,false
2465,16:11:32:a5:2f:c9,,true,false
2466,00:11:32:a5:2f:c9,CBJR,true,false
2467,22:11:32:a5:2f:c9,CBJRGuest,true,false
2468,16:11:32:a5:2f:c9,,true,false
2470,00:11:32:a5:2f:c9,CBJR,true,false
2471,22:11:32:a5:2f:c9,CBJRGuest,true,false
2472,16:11:32:a5:2f:c9,,true,false
2474,00:11:32:a5:2f:c9,CBJR,true,false
2475,22:11:32:a5:2f:c9,CBJRGuest,true,false
2476,16:11:32:a5:2f:c9,,true,false
2478,00:11:32:a5:2f:c9,CBJR,true,false
2479,22:11:32:a5:2f:c9,CBJRGuest,true,false
2480,16:11:32:a5:2f:c9,,true,false
2482,00:11:32:a5:2f:c9,CBJR,true,false
2483,22:11:32:a5:2f:c9,CBJRGuest,true,false
2484,16:11:32:a5:2f:c9,,true,false
2486,00:11:32:a5:2f:c9,CBJR,true,false
2487,22:11:32:a5:2f:c9,CBJRGuest,true,false
2488,16:11:32:a5:2f:c9,,true,false
2489,00:11:32:a5:2f:c9,CBJR,true,false
2490,22:11:32:a5:2f:c9,CBJRGuest,true,false
2491,16:11:32:a5:2f:c9,,true,false
2492,00:11:32:a5:2f:c9,CBJR,true,false
2493,22:11:32:a5:2f:c9,CBJRGuest,true,false
2494,16:11:32:a5:2f:c9,,true,false
2497,00:11:32:a5:2f:c9,CBJR,true,false
2498,22:11:32:a5:2f:c9,CBJRGuest,true,false
2499,16:11:32:a5:2f:c9,,true,false
2500,00:11:32:a5:2f:c9,CBJR,true,false
2501,22:11:32:a5:2f:c9,CBJRGuest,true,false
2502,16:11:32:a5:2f:c9,,true,false
2504,00:11:32:a5:2f:c9,CBJR,true,false
2505,22:11:32:a5:2f:c9,CBJRGuest,true,false
2506,16:11:32:a5:2f:c9,,true,false
2507,00:11:32:a5:2f:c9,CBJR,true,false
2508,22:11:32:a5:2f:c9,CBJRGuest,true,false
2509,16:11:32:a5:2f:c9,,true,false
2510,00:11:32:a5:2f:c9,CBJR,true,false
2511,22:11:32:a5:2f:c9,CBJRGuest,true,false
2512,16:11:32:a5:2f:c9,,true,false
2513,00:11:32:a5:2f:c9,CBJR,true,false
2514,22:11:32:a5:2f:c9,CBJRGuest,true,false
2515,16:11:32:a5:2f:c9,,true,false
2516,00:11:32:a5:2f:c9,CBJR,true,false
2517,22:11:32:a5:2f:c9,CBJRGuest,true,false
2518,16:11:32:a5:2f:c9,,true,false
2519,00:11:32:a5:2f:c9,CBJR,true,false
2520,22:11:32:a5:2f:c9,CBJRGuest,true,false
2521,16:11:32:a5:2f:c9,,true,false
2523,00:11:32:a5:2f:c9,CBJR,true,false
2524,22:11:32:a5:2f:c9,CBJRGuest,true,false
2525,16:11:32:a5:2f:c9,,true,false
2527,00:11:32:a5:2f:c9,CBJR,true,false
2528,22:11:32:a5:2f:c9,CBJRGuest,true,false
2529,16:11:32:a5:2f:c9,,true,false
2530,00:11:32:a5:2f:c9,CBJR,true,false
2531,22:11:32:a5:2f:c9,CBJRGuest,true,false
2532,16:11:32:a5:2f:c9,,true,false
2533,00:11:32:a5:2f:c9,CBJR,true,false
2534,22:11:32:a5:2f:c9,CBJRGuest,true,false
2535,16:11:32:a5:2f:c9,,true,false
2538,00:11:32:a5:2f:c9,CBJR,true,false
2539,22:11:32:a5:2f:c9,CBJRGuest,true,false
2540,16:11:32:a5:2f:c9,,true,false
2541,00:11:32:a5:2f:c9,CBJR,true,false
2542,22:11:32:a5:2f:c9,CBJRGuest,true,false
2543,16:11:32:a5:2f:c9,,true,false
2544,00:11:32:a5:2f:c9,CBJR,true,false
2545,22:11:32:a5:2f:c9,CBJRGuest,true,false
2546,16:11:32:a5:2f:c9,,true,false
2547,00:11:32:a5:2f:c9,CBJR,true,false
2548,22:11:32:a5:2f:c9,CBJRGuest,true,false
2549,16:11:32:a5:2f:c9,,true,false
2550,00:11:32:a5:2f:c9,CBJR,true,false
2551,22:11:32:a5:2f:c9,CBJRGuest,true,false
2552,16:11:32:a5:2f:c9,,true,false
2553,00:11:32:a5:2f:c9,CBJR,true,false
2554,22:11:32:a5:2f:c9,CBJRGuest,true,false
2555,16:11:32:a5:2f:c9,,true,false
2556,00:11:32:a5:2f:c9,CBJR,true,false
2557,22:11:32:a5:2f:c9,CBJRGuest,true,false
2558,16:11:32:a5:2f:c9,,true,false
2559,00:11:32:a5:2f:c9,CBJR,true,false
2560,22:11:32:a5:2f:c9,CBJRGuest,true,false
2561,16:11:32:a5:2f:c9,,true,false
2562,00:11:32:a5:2f:c9,CBJR,true,false
2563,22:11:32:a5:2f:c9,CBJRGuest,true,false
2564,16:11:32:a5:2f:c9,,true,false
2565,00:11:32:a5:2f:c9,CBJR,true,false
2566,22:11:32:a5:2f:c9,CBJRGuest,true,false
2567,16:11:32:a5:2f:c9,,true,false
2568,00:11:32:a5:2f:c9,CBJR,true,false
2569,22:11:32:a5:2f:c9,CBJRGuest,true,false
2570,16:11:32:a5:2f:c9,,true,false
2571,00:11:32:a5:2f:c9,CBJR,true,false
2572,22:11:32:a5:2f:c9,CBJRGuest,true,false
2573,16:11:32:a5:2f:c9,,true,false
2574,00:11:32:a5:2f:c9,CBJR,true,false
2575,22:11:32:a5:2f:c9,CBJRGuest,true,false
2576,16:11:32:a5:2f:c9,,true,false
2577,00:11:32:a5:2f:c9,CBJR,true,false
2578,22:11:32:a5:2f:c9,CBJRGuest,true,false
2579,16:11:32:a5:2f:c9,,true,false
2580,00:11:32:a5:2f:c9,CBJR,true,false
2581,22:11:32:a5:2f:c9,CBJRGuest,true,false
2582,16:11:32:a5:2f:c9,,true,false
2583,00:11:32:a5:2f:c9,CBJR,true,false
2584,22:11:32:a5:2f:c9,CBJRGuest,true,false
2585,16:11:32:a5:2f:c9,,true,false
2586,00:11:32:a5:2f:c9,CBJR,true,false
2587,22:11:32:a5:2f:c9,CBJRGuest,true,false
2588,16:11:32:a5:2f:c9,,true,false
2590,00:11:32:a5:2f:c9,CBJR,true,false
2591,22:11:32:a5:2f:c9,CBJRGuest,true,false
2592,16:11:32:a5:2f:c9,,true,false
2593,00:11:32:a5:2f:c9,CBJR,true,false
2594,22:11:32:a5:2f:c9,CBJRGuest,true,false
2595,16:11:32:a5:2f:c9,,true,false
2597,00:11:32:a5:2f:c9,CBJR,true,false
2598,22:11:32:a5:2f:c9,CBJRGuest,true,false
2599,16:11:32:a5:2f:c9,,true,false
2600,00:11:32:a5:2f:c9,CBJR,true,false
2601,22:11:32:a5:2f:c9,CBJRGuest,true,false
2602,16:11:32:a5:2f:c9,,true,false
2603,00:11:32:a5:2f:c9,CBJR,true,false
2604,22:11:32:a5:2f:c9,CBJRGuest,true,false
2605,16:11:32:a5:2f:c9,,true,false
2606,00:11:32:a5:2f:c9,CBJR,true,false
2607,22:11:32:a5:2f:c9,CBJRGuest,true,false
2608,16:11:32:a5:2f:c9,,true,false
2609,00:11:32:a5:2f:c9,CBJR,true,false
2610,22:11:32:a5:2f:c9,CBJRGuest,true,false
2611,16:11:32:a5:2f:c9,,true,false
2612,00:11:32:a5:2f:c9,CBJR,true,false
2613,22:11:32:a5:2f:c9,CBJRGuest,true,false
2614,16:11:32:a5:2f:c9,,true,false
2615,00:11:32:a5:2f:c9,CBJR,true,false
2616,22:11:32:a5:2f:c9,CBJRGuest,true,false
2617,16:11:32:a5:2f:c9,,true,false
2618,00:11:32:a5:2f:c9,CBJR,true,false
2619,22:11:32:a5:2f:c9,CBJRGuest,true,false
2620,16:11:32:a5:2f:c9,,true,false
2621,00:11:32:a5:2f:c9,CBJR,true,false
2622,22:11:32:a5:2f:c9,CBJRGuest,true,false
2623,16:11:32:a5:2f:c9,,true,false
2624,00:11:32:a5:2f:c9,CBJR,true,false
2625,22:11:32:a5:2f:c9,CBJRGuest,true,false
2626,16:11:32:a5:2f:c9,,true,false
2627,00:11:32:a5:2f:c9,CBJR,true,false
2628,22:11:32:a5:2f:c9,CBJRGuest,true,false
2629,16:11:32:a5:2f:c9,,true,false
2630,00:11:32:a5:2f:c9,CBJR,true,false
2631,22:11:32:a5:2f:c9,CBJRGuest,true,false
2632,16:11:32:a5:2f:c9,,true,false
2633,00:11:32:a5:2f:c9,CBJR,true,false
2634,22:11:32:a5:2f:c9,CBJRGuest,true,false
2635,16:11:32:a5:2f:c9,,true,false
2636,00:11:32:a5:2f:c9,CBJR,true,false
2637,22:11:32:a5:2f:c9,CBJRGuest,true,false
2638,16:11:32:a5:2f:c9,,true,false
2639,00:11:32:a5:2f:c9,CBJR,true,false
2640,22:11:32:a5:2f:c9,CBJRGuest,true,false
2641,16:11:32:a5:2f:c9,,true,false
2642,00:11:32:a5:2f:c9,CBJR,true,false
2643,22:11:32:a5:2f:c9,CBJRGuest,true,false
2644,16:11:32:a5:2f:c9,,true,false
2646,00:11:32:a5:2f:c9,CBJR,true,false
2647,22:11:32:a5:2f:c9,CBJRGuest,true,false
2648,16:11:32:a5:2f:c9,,true,false
2649,00:11:32:a5:2f:c9,CBJR,true,false
2650,22:11:32:a5:2f:c9,CBJRGuest,true,false
2651,16:11:32:a5:2f:c9,,true,false
2652,00:11:32:a5:2f:c9,CBJR,true,false
2653,22:11:32:a5:2f:c9,CBJRGuest,true,false
2654,16:11:32:a5:2f:c9,,true,false
2655,00:11:32:a5:2f:c9,CBJR,true,false
2656,22:11:32:a5:2f:c9,CBJRGuest,true,false
2657,16:11:32:a5:2f:c9,,true,false
2660,00:11:32:a5:2f:c9,CBJR,true,false
2661,22:11:32:a5:2f:c9,CBJRGuest,true,false
2662,16:11:32:a5:2f:c9,,true,false
2664,00:11:32:a5:2f:c9,CBJR,true,false
2665,22:11:32:a5:2f:c9,CBJRGuest,true,false
2666,16:11:32:a5:2f:c9,,true,false
2667,00:11:32:a5:2f:c9,CBJR,true,false
2668,22:11:32:a5:2f:c9,CBJRGuest,true,false
2669,16:11:32:a5:2f:c9,,true,false
2670,00:11:32:a5:2f:c9,CBJR,true,false
2671,22:11:32:a5:2f:c9,CBJRGuest,true,false
2672,16:11:32:a5:2f:c9,,true,false
2675,00:11:32:a5:2f:c9,CBJR,true,false
2676,22:11:32:a5:2f:c9,CBJRGuest,true,false
2677,16:11:32:a5:2f:c9,,true,false
2678,00:11:32:a5:2f:c9,CBJR,true,false
2679,22:11:32:a5:2f:c9,CBJRGuest,true,false
2680,16:11:32:a5:2f:c9,,true,false
2681,00:11:32:a5:2f:c9,CBJR,true,false
2682,22:11:32:a5:2f:c9,CBJRGuest,true,false
2683,16:11:32:a5:2f:c9,,true,false
2684,00:11:32:a5:2f:c9,CBJR,true,false
2685,22:11:32:a5:2f:c9,CBJRGuest,true,false
2686,16:11:32:a5:2f:c9,,true,false
2687,00:11:32:a5:2f:c9,CBJR,true,false
2688,22:11:32:a5:2f:c9,CBJRGuest,true,false
2689,16:11:32:a5:2f:c9,,true,false
2690,00:11:32:a5:2f:c9,CBJR,true,false
2691,22:11:32:a5:2f:c9,CBJRGuest,true,false
2692,16:11:32:a5:2f:c9,,true,false
2693,00:11:32:a5:2f:c9,CBJR,true,false
2694,22:11:32:a5:2f:c9,CBJRGuest,true,false
2695,16:11:32:a5:2f:c9,,true,false
2696,00:11:32:a5:2f:c9,CBJR,true,false
2697,22:11:32:a5:2f:c9,CBJRGuest,true,false
2698,16:11:32:a5:2f:c9,,true,false
2699,00:11:32:a5:2f:c9,CBJR,true,false
2700,22:11:32:a5:2f:c9,CBJRGuest,true,false
2701,16:11:32:a5:2f:c9,,true,false
2702,00:11:32:a5:2f:c9,CBJR,true,false
2703,22:11:32:a5:2f:c9,CBJRGuest,true,false
2704,16:11:32:a5:2f:c9,,true,false
2715,00:11:32:a5:2f:c9,CBJR,true,false
2716,22:11:32:a5:2f:c9,CBJRGuest,true,false
2717,16:11:32:a5:2f:c9,,true,false
2722,22:11:32:7f:bf:96,CBJRGuest,true,false
2723,00:11:32:a5:2f:c9,CBJR,true,false
2724,22:11:32:a5:2f:c9,CBJRGuest,true,false
2725,16:11:32:a5:2f:c9,,true,false
2726,00:11:32:a5:2f:c9,CBJR,true,false
2727,22:11:32:a5:2f:c9,CBJRGuest,true,false
2728,16:11:32:a5:2f:c9,,true,false
2730,00:11:32:a5:2f:c9,CBJR,true,false
2731,22:11:32:a5:2f:c9,CBJRGuest,true,false
2732,16:11:32:a5:2f:c9,,true,false
2734,00:11:32:a5:2f:c9,CBJR,true,false
2735,22:11:32:a5:2f:c9,CBJRGuest,true,false
2736,16:11:32:a5:2f:c9,,true,false
2740,00:11:32:a5:2f:c9,CBJR,true,false
2741,22:11:32:a5:2f:c9,CBJRGuest,true,false
2742,16:11:32:a5:2f:c9,,true,false
2746,00:11:32:a5:2f:c9,CBJR,true,false
2747,22:11:32:a5:2f:c9,CBJRGuest,true,false
2748,16:11:32:a5:2f:c9,,true,false
2749,00:11:32:a5:2f:c9,CBJR,true,false
2750,22:11:32:a5:2f:c9,CBJRGuest,true,false
2751,16:11:32:a5:2f:c9,,true,false
2752,00:11:32:a5:2f:c9,CBJR,true,false
2753,22:11:32:a5:2f:c9,CBJRGuest,true,false
2754,16:11:32:a5:2f:c9,,true,false
2759,00:11:32:a5:2f:c9,CBJR,true,false
2760,22:11:32:a5:2f:c9,CBJRGuest,true,false
2761,16:11:32:a5:2f:c9,,true,false
2766,00:11:32:a5:2f:c9,CBJR,true,false
2767,22:11:32:a5:2f:c9,CBJRGuest,true,false
2768,16:11:32:a5:2f:c9,,true,false
2774,00:11:32:a5:2f:c9,CBJR,true,false
2775,22:11:32:a5:2f:c9,CBJRGuest,true,false
2776,16:11:32:a5:2f:c9,,true,false
2784,00:11:32:a5:2f:c9,CBJR,true,false
2785,22:11:32:a5:2f:c9,CBJRGuest,true,false
2786,16:11:32:a5:2f:c9,,true,false
2787,00:11:32:a5:2f:c9,CBJR,true,false
2788,22:11:32:a5:2f:c9,CBJRGuest,true,false
2789,16:11:32:a5:2f:c9,,true,false
2801,00:11:32:a5:2f:c9,CBJR,true,false
2802,22:11:32:a5:2f:c9,CBJRGuest,true,false
2803,16:11:32:a5:2f:c9,,true,false
2804,00:11:32:a5:2f:c9,CBJR,true,false
2805,22:11:32:a5:2f:c9,CBJRGuest,true,false
2806,16:11:32:a5:2f:c9,,true,false
2808,00:11:32:a5:2f:c9,CBJR,true,false
2809,22:11:32:a5:2f:c9,CBJRGuest,true,false
2810,16:11:32:a5:2f:c9,,true,false
2811,00:11:32:a5:2f:c9,CBJR,true,false
2812,22:11:32:a5:2f:c9,CBJRGuest,true,false
2813,16:11:32:a5:2f:c9,,true,false
2815,00:11:32:a5:2f:c9,CBJR,true,false
2816,22:11:32:a5:2f:c9,CBJRGuest,true,false
2817,16:11:32:a5:2f:c9,,true,false
2823,00:11:32:a5:2f:c9,CBJR,true,false
2824,22:11:32:a5:2f:c9,CBJRGuest,true,false
2825,16:11:32:a5:2f:c9,,true,false
2826,00:11:32:a5:2f:c9,CBJR,true,false
2827,22:11:32:a5:2f:c9,CBJRGuest,true,false
2828,16:11:32:a5:2f:c9,,true,false
2830,00:11:32:a5:2f:c9,CBJR,true,false
2831,22:11:32:a5:2f:c9,CBJRGuest,true,false
2832,16:11:32:a5:2f:c9,,true,false
2844,00:11:32:a5:2f:c9,CBJR,true,false
2845,22:11:32:a5:2f:c9,CBJRGuest,true,false
2846,16:11:32:a5:2f:c9,,true,false
2848,00:11:32:a5:2f:c9,CBJR,true,false
2849,22:11:32:a5:2f:c9,CBJRGuest,true,false
2850,16:11:32:a5:2f:c9,,true,false
2863,00:11:32:a5:2f:c9,CBJR,true,false
2864,22:11:32:a5:2f:c9,CBJRGuest,true,false
2865,16:11:32:a5:2f:c9,,true,false
2866,00:11:32:a5:2f:c9,CBJR,true,false
2867,22:11:32:a5:2f:c9,CBJRGuest,true,false
2868,16:11:32:a5:2f:c9,,true,false
2871,00:11:32:a5:2f:c9,CBJR,true,false
2872,22:11:32:a5:2f:c9,CBJRGuest,true,false
2873,16:11:32:a5:2f:c9,,true,false
2875,00:11:32:a5:2f:c9,CBJR,true,false
2876,22:11:32:a5:2f:c9,CBJRGuest,true,false
2877,16:11:32:a5:2f:c9,,true,false
2879,00:11:32:a5:2f:c9,CBJR,true,false
2880,22:11:32:a5:2f:c9,CBJRGuest,true,false
2881,16:11:32:a5:2f:c9,,true,false
2889,00:11:32:a5:2f:c9,CBJR,true,false
2890,22:11:32:a5:2f:c9,CBJRGuest,true,false
2891,16:11:32:a5:2f:c9,,true,false
2895,00:11:32:a5:2f:c9,CBJR,true,false
2896,22:11:32:a5:2f:c9,CBJRGuest,true,false
2897,16:11:32:a5:2f:c9,,true,false
2898,00:11:32:a5:2f:c9,CBJR,true,false
2899,22:11:32:a5:2f:c9,CBJRGuest,true,false
2900,16:11:32:a5:2f:c9,,true,false
2902,00:11:32:a5:2f:c9,CBJR,true,false
2903,22:11:32:a5:2f:c9,CBJRGuest,true,false
2904,16:11:32:a5:2f:c9,,true,false
2907,00:11:32:a5:2f:c9,CBJR,true,false
2908,22:11:32:a5:2f:c9,CBJRGuest,true,false
2909,16:11:32:a5:2f:c9,,true,false
2910,00:11:32:a5:2f:c9,CBJR,true,false
2911,22:11:32:a5:2f:c9,CBJRGuest,true,false
2912,16:11:32:a5:2f:c9,,true,false
2913,00:11:32:a5:2f:c9,CBJR,true,false
2914,22:11:32:a5:2f:c9,CBJRGuest,true,false
2915,16:11:32:a5:2f:c9,,true,false
2917,00:11:32:a5:2f:c9,CBJR,true,false
2918,22:11:32:a5:2f:c9,CBJRGuest,true,false
2919,16:11:32:a5:2f:c9,,true,false
2920,00:11:32:a5:2f:c9,CBJR,true,false
2921,22:11:32:a5:2f:c9,CBJRGuest,true,false
2922,16:11:32:a5:2f:c9,,true,false
2923,00:11:32:a5:2f:c9,CBJR,true,false
2924,22:11:32:a5:2f:c9,CBJRGuest,true,false
2925,16:11:32:a5:2f:c9,,true,false
2926,00:11:32:a5:2f:c9,CBJR,true,false
2927,22:11:32:a5:2f:c9,CBJRGuest,true,false
2928,16:11:32:a5:2f:c9,,true,false
2929,00:11:32:a5:2f:c9,CBJR,true,false
2930,22:11:32:a5:2f:c9,CBJRGuest,true,false
2931,16:11:32:a5:2f:c9,,true,false
2932,00:11:32:a5:2f:c9,CBJR,true,false
2933,22:11:32:a5:2f:c9,CBJRGuest,true,false
2934,16:11:32:a5:2f:c9,,true,false
2935,00:11:32:a5:2f:c9,CBJR,true,false
2936,22:11:32:a5:2f:c9,CBJRGuest,true,false
2937,16:11:32:a5:2f:c9,,true,false
2939,00:11:32:a5:2f:c9,CBJR,true,false
2940,22:11:32:a5:2f:c9,CBJRGuest,true,false
2941,16:11:32:a5:2f:c9,,true,false
2942,00:11:32:a5:2f:c9,CBJR,true,false
2943,22:11:32:a5:2f:c9,CBJRGuest,true,false
2944,16:11:32:a5:2f:c9,,true,false
2945,00:11:32:a5:2f:c9,CBJR,true,false
2946,22:11:32:a5:2f:c9,CBJRGuest,true,false
2947,16:11:32:a5:2f:c9,,true,false
2948,00:11:32:a5:2f:c9,CBJR,true,false
2949,22:11:32:a5:2f:c9,CBJRGuest,true,false
2950,16:11:32:a5:2f:c9,,true,false
2951,00:11:32:a5:2f:c9,CBJR,true,false
2952,22:11:32:a5:2f:c9,CBJRGuest,true,false
2953,16:11:32:a5:2f:c9,,true,false
2954,00:11:32:a5:2f:c9,CBJR,true,false
2955,22:11:32:a5:2f:c9,CBJRGuest,true,false
2956,16:11:32:a5:2f:c9,,true,false
2957,00:11:32:a5:2f:c9,CBJR,true,false
2958,22:11:32:a5:2f:c9,CBJRGuest,true,false
2959,16:11:32:a5:2f:c9,,true,false
2960,00:11:32:a5:2f:c9,CBJR,true,false
2961,22:11:32:a5:2f:c9,CBJRGuest,true,false
2962,16:11:32:a5:2f:c9,,true,false
2963,00:11:32:a5:2f:c9,CBJR,true,false
2964,22:11:32:a5:2f:c9,CBJRGuest,true,false
2965,16:11:32:a5:2f:c9,,true,false
2966,00:11:32:a5:2f:c9,CBJR,true,false
2967,22:11:32:a5:2f:c9,CBJRGuest,true,false
2968,16:11:32:a5:2f:c9,,true,false
2969,00:11:32:a5:2f:c9,CBJR,true,false
2970,22:11:32:a5:2f:c9,CBJRGuest,true,false
2971,16:11:32:a5:2f:c9,,true,false
2972,22:11:32:a5:2f:c9,CBJRGuest,true,false
2973,16:11:32:a5:2f:c9,,true,false
2975,00:11:32:a5:2f:c9,CBJR,true,false
2976,22:11:32:a5:2f:c9,CBJRGuest,true,false
2977,00:11:32:a5:2f:c9,CBJR,true,false
2978,22:11:32:a5:2f:c9,CBJRGuest,true,false
2979,16:11:32:a5:2f:c9,,true,false
2980,22:11:32:a5:2f:c9,CBJRGuest,true,false
2981,16:11:32:a5:2f:c9,,true,false
2982,00:11:32:a5:2f:c9,CBJR,true,false
2983,22:11:32:a5:2f:c9,CBJRGuest,true,false
2984,16:11:32:a5:2f:c9,,true,false
2985,00:11:32:a5:2f:c9,CBJR,true,false
2986,22:11:32:a5:2f:c9,CBJRGuest,true,false
2987,16:11:32:a5:2f:c9,,true,false
2988,00:11:32:a5:2f:c9,CBJR,true,false
2989,22:11:32:a5:2f:c9,CBJRGuest,true,false
2990,00:11:32:a5:2f:c9,CBJR,true,false
2991,22:11:32:a5:2f:c9,CBJRGuest,true,false
2992,16:11:32:a5:2f:c9,,true,false
2993,00:11:32:a5:2f:c9,CBJR,true,false
2994,22:11:32:a5:2f:c9,CBJRGuest,true,false
2995,16:11:32:a5:2f:c9,,true,false
2996,24:95:04:db:3c:4c,SFR_3C48,true,false
2997,24:95:04:db:3c:4c,SFR_3C48,true,false
2998,24:95:04:db:3c:4c,SFR_3C48,true,false
2999,24:95:04:db:3c:4c,SFR_3C48,true,false
3000,24:95:04:db:3c:4c,SFR_3C48,true,false
3001,24:95:04:db:3c:4c,SFR_3C48,true,false
3002,24:95:04:db:3c:4c,SFR_3C48,true,false
3003,24:95:04:db:3c:4c,SFR_3C48,true,false
3004,24:95:04:db:3c:4c,SFR_3C48,true,false
3005,24:95:04:db:3c:4c,SFR_3C48,true,false
3006,24:95:04:db:3c:4c,SFR_3C48,true,false
3007,24:95:04:db:3c:4c,SFR_3C48,true,false
3008,24:95:04:db:3c:4c,SFR_3C48,true,false
3009,24:95:04:db:3c:4c,SFR_3C48,true,false
3010,24:95:04:db:3c:4c,SFR_3C48,true,false
3011,24:95:04:db:3c:4c,SFR_3C48,true,false
3012,24:95:04:db:3c:4c,SFR_3C48,true,false
3013,24:95:04:db:3c:4c,SFR_3C48,true,false
3014,24:95:04:db:3c:4c,SFR_3C48,true,false
3015,24:95:04:db:3c:4c,SFR_3C48,true,false
3016,24:95:04:db:3c:4c,SFR_3C48,true,false
3017,24:95:04:db:3c:4c,SFR_3C48,true,false
3018,24:95:04:db:3c:4c,SFR_3C48,true,false
3019,24:95:04:db:3c:4c,SFR_3C48,true,false
3020,24:95:04:db:3c:4c,SFR_3C48,true,false
3021,24:95:04:db:3c:4c,SFR_3C48,true,false
3022,24:95:04:db:3c:4c,SFR_3C48,true,false
3023,24:95:04:db:3c:4c,SFR_3C48,true,false
3024,24:95:04:db:3c:4c,SFR_3C48,true,false
3025,24:95:04:db:3c:4c,SFR_3C48,true,false
3026,24:95:04:db:3c:4c,SFR_3C48,true,false
3027,24:95:04:db:3c:4c,SFR_3C48,true,false
3028,24:95:04:db:3c:4c,SFR_3C48,true,false
3029,24:95:04:db:3c:4c,SFR_3C48,true,false
3030,24:95:04:db:3c:4c,SFR_3C48,true,false
3031,24:95:04:db:3c:4c,SFR_3C48,true,false
3039,24:95:04:db:3c:4c,SFR_3C48,true,false
3040,24:95:04:db:3c:4c,SFR_3C48,true,false
3041,24:95:04:db:3c:4c,SFR_3C48,true,false
3042,24:95:04:db:3c:4c,SFR_3C48,true,false
